siteID,datetime,doyfrac,schmidt_stability,thermocline_depth
4,5/21/2019 6:30,141.2708333,12.80089918,4.571108173
4,5/21/2019 7:00,141.2916667,12.50166278,4.613641131
4,5/21/2019 7:30,141.3125,12.22307231,4.603143318
4,5/21/2019 8:00,141.3333333,11.07856597,4.667749262
4,5/21/2019 8:30,141.3541667,10.82521192,4.684048579
4,5/21/2019 9:00,141.375,9.859972016,5.5
4,5/21/2019 9:30,141.3958333,10.55923093,4.78469762
4,5/21/2019 10:00,141.4166667,8.360761738,5.5
4,5/21/2019 10:30,141.4375,6.642016766,5.5
4,5/21/2019 11:00,141.4583333,5.399667174,5.5
4,5/21/2019 11:30,141.4791667,5.244795616,5.5
4,5/21/2019 12:00,141.5,4.454848024,5.5
4,5/21/2019 12:30,141.5208333,4.754545463,5.5
4,5/21/2019 13:00,141.5416667,3.016523069,NA
4,5/21/2019 13:30,141.5625,4.632942589,5.5
4,5/21/2019 14:00,141.5833333,4.537472749,5.5
4,5/21/2019 14:30,141.6041667,2.908737378,5.5
4,5/21/2019 15:00,141.625,2.622806926,NA
4,5/21/2019 15:30,141.6458333,4.248840612,5.5
4,5/21/2019 16:00,141.6666667,3.828984247,5.5
4,5/21/2019 16:30,141.6875,4.103296344,5.5
4,5/21/2019 17:00,141.7083333,3.258057391,5.5
4,5/21/2019 17:30,141.7291667,3.98784612,5.5
4,5/21/2019 18:00,141.75,0.947224539,NA
4,5/21/2019 18:30,141.7708333,1.588534475,NA
4,5/21/2019 19:00,141.7916667,2.494166825,NA
4,5/21/2019 19:30,141.8125,1.404313776,NA
4,5/21/2019 20:00,141.8333333,1.375585483,NA
4,5/21/2019 20:30,141.8541667,1.016200259,NA
4,5/21/2019 21:00,141.875,2.155624468,NA
4,5/21/2019 21:30,141.8958333,1.727371255,NA
4,5/21/2019 22:00,141.9166667,1.158141997,NA
4,5/21/2019 22:30,141.9375,0.729781053,NA
4,5/21/2019 23:00,141.9583333,0.798253985,NA
4,5/21/2019 23:30,141.9791667,1.088317665,NA
4,5/22/2019 0:00,142,1.173657523,NA
4,5/22/2019 0:30,142.0208333,0.776867878,NA
4,5/22/2019 1:00,142.0416667,0.486985145,NA
4,5/22/2019 1:30,142.0625,0.616140862,NA
4,5/22/2019 2:00,142.0833333,0.505435962,NA
4,5/22/2019 2:30,142.1041667,0.576483588,NA
4,5/22/2019 3:00,142.125,0.576483588,NA
4,5/22/2019 3:30,142.1458333,0.576483588,NA
4,5/22/2019 4:00,142.1666667,0.561482521,NA
4,5/22/2019 4:30,142.1875,0.561482521,NA
4,5/22/2019 5:00,142.2083333,0.470837621,NA
4,5/22/2019 5:30,142.2291667,0.573869002,NA
4,5/22/2019 6:00,142.25,0.820262494,NA
4,5/22/2019 6:30,142.2708333,0.498182458,NA
4,5/22/2019 7:00,142.2916667,0.56818096,NA
4,5/22/2019 7:30,142.3125,0.83626838,NA
4,5/22/2019 8:00,142.3333333,1.142880835,NA
4,5/22/2019 8:30,142.3541667,1.269822454,NA
4,5/22/2019 9:00,142.375,1.577621475,NA
4,5/22/2019 9:30,142.3958333,1.252011878,NA
4,5/22/2019 10:00,142.4166667,2.329386565,NA
4,5/22/2019 10:30,142.4375,2.329386565,NA
4,5/22/2019 11:00,142.4583333,2.880763341,NA
4,5/22/2019 11:30,142.4791667,2.965144572,NA
4,5/22/2019 12:00,142.5,2.999488996,NA
4,5/22/2019 12:30,142.5208333,3.391935162,NA
4,5/22/2019 13:00,142.5416667,3.025367843,NA
4,5/22/2019 13:30,142.5625,3.679028461,NA
4,5/22/2019 14:00,142.5833333,3.688678911,NA
4,5/22/2019 14:30,142.6041667,3.481266482,NA
4,5/22/2019 15:00,142.625,3.406706339,NA
4,5/22/2019 15:30,142.6458333,2.977968889,NA
4,5/22/2019 16:00,142.6666667,2.977968889,NA
4,5/22/2019 16:30,142.6875,2.43699363,NA
4,5/22/2019 17:00,142.7083333,3.025928734,NA
4,5/22/2019 17:30,142.7291667,3.392909858,NA
4,5/22/2019 18:00,142.75,2.769502271,NA
4,5/22/2019 18:30,142.7708333,2.118787156,NA
4,5/22/2019 19:00,142.7916667,3.035425007,NA
4,5/22/2019 19:30,142.8125,3.043058657,NA
4,5/22/2019 20:00,142.8333333,2.891839089,NA
4,5/22/2019 20:30,142.8541667,2.503376026,NA
4,5/22/2019 21:00,142.875,2.42748849,NA
4,5/22/2019 21:30,142.8958333,2.87291555,NA
4,5/22/2019 22:00,142.9166667,2.184302737,NA
4,5/22/2019 22:30,142.9375,1.845834231,NA
4,5/22/2019 23:00,142.9583333,1.622330747,NA
4,5/22/2019 23:30,142.9791667,1.377972879,NA
4,5/23/2019 0:00,143,1.74217575,NA
4,5/23/2019 0:30,143.0208333,1.497823938,NA
4,5/23/2019 1:00,143.0416667,1.330011858,NA
4,5/23/2019 1:30,143.0625,1.259982449,NA
4,5/23/2019 2:00,143.0833333,1.54538414,NA
4,5/23/2019 2:30,143.1041667,1.674017046,NA
4,5/23/2019 3:00,143.125,1.36541583,NA
4,5/23/2019 3:30,143.1458333,0.959333619,NA
4,5/23/2019 4:00,143.1666667,1.319217882,NA
4,5/23/2019 4:30,143.1875,1.190479743,NA
4,5/23/2019 5:00,143.2083333,1.726934367,NA
4,5/23/2019 5:30,143.2291667,1.059496172,NA
4,5/23/2019 6:00,143.25,0.947224539,NA
4,5/23/2019 6:30,143.2708333,1.163304005,NA
4,5/23/2019 7:00,143.2916667,1.228481737,NA
4,5/23/2019 7:30,143.3125,1.774374599,NA
4,5/23/2019 8:00,143.3333333,1.691443009,NA
4,5/23/2019 8:30,143.3541667,1.774374599,NA
4,5/23/2019 9:00,143.375,1.960832466,NA
4,5/23/2019 9:30,143.3958333,2.160035492,NA
4,5/23/2019 10:00,143.4166667,2.029508929,NA
4,5/23/2019 10:30,143.4375,2.364932076,NA
4,5/23/2019 11:00,143.4583333,4.693614777,0.867805984
4,5/23/2019 11:30,143.4791667,5.747429488,0.808835267
4,5/23/2019 12:00,143.5,7.203549051,0.780914469
4,5/23/2019 12:30,143.5208333,7.705440865,0.773764377
4,5/23/2019 13:00,143.5416667,10.15938946,0.718190193
4,5/23/2019 13:30,143.5625,12.8388715,0.976964361
4,5/23/2019 14:00,143.5833333,14.31551324,3.561637068
4,5/23/2019 14:30,143.6041667,16.44333466,2.748951861
4,5/23/2019 15:00,143.625,19.16832938,2.559909485
4,5/23/2019 15:30,143.6458333,20.12993983,2.170137975
4,5/23/2019 16:00,143.6666667,18.09784033,2.232246591
4,5/23/2019 16:30,143.6875,17.80707261,1.654104907
4,5/23/2019 17:00,143.7083333,18.67727338,1.737751985
4,5/23/2019 17:30,143.7291667,18.88667512,1.761721873
4,5/23/2019 18:00,143.75,19.72611038,1.688810315
4,5/23/2019 18:30,143.7708333,19.71842432,2.018269456
4,5/23/2019 19:00,143.7916667,21.28435759,2.265815141
4,5/23/2019 19:30,143.8125,22.17952105,2.207447604
4,5/23/2019 20:00,143.8333333,21.62703337,1.793270713
4,5/23/2019 20:30,143.8541667,20.55893738,1.707566756
4,5/23/2019 21:00,143.875,18.74761037,1.433134352
4,5/23/2019 21:30,143.8958333,16.93390068,1.138981124
4,5/23/2019 22:00,143.9166667,14.71245085,1.070438671
4,5/23/2019 22:30,143.9375,12.4670628,0.795007483
4,5/23/2019 23:00,143.9583333,11.06760692,0.75
4,5/23/2019 23:30,143.9791667,9.437231667,0.603347615
4,5/24/2019 0:00,144,8.054465316,0.25
4,5/24/2019 0:30,144.0208333,5.940411303,0.25
4,5/24/2019 1:00,144.0416667,4.311369588,NA
4,5/24/2019 1:30,144.0625,2.353812945,NA
4,5/24/2019 2:00,144.0833333,0.862835828,NA
4,5/24/2019 2:30,144.1041667,0.624928187,NA
4,5/24/2019 3:00,144.125,1.78185255,NA
4,5/24/2019 3:30,144.1458333,1.373813754,NA
4,5/24/2019 4:00,144.1666667,1.788918579,NA
4,5/24/2019 4:30,144.1875,3.766756987,NA
4,5/24/2019 5:00,144.2083333,4.388540686,NA
4,5/24/2019 5:30,144.2291667,4.284224758,NA
4,5/24/2019 6:00,144.25,3.473478694,NA
4,5/24/2019 6:30,144.2708333,3.314271849,NA
4,5/24/2019 7:00,144.2916667,2.282689929,NA
4,5/24/2019 7:30,144.3125,2.875901948,NA
4,5/24/2019 8:00,144.3333333,3.340053417,NA
4,5/24/2019 8:30,144.3541667,3.742535761,NA
4,5/24/2019 9:00,144.375,3.197124767,NA
4,5/24/2019 9:30,144.3958333,3.451893663,NA
4,5/24/2019 10:00,144.4166667,2.422834634,NA
4,5/24/2019 10:30,144.4375,3.53865963,NA
4,5/24/2019 11:00,144.4583333,5.274916407,0.784835964
4,5/24/2019 11:30,144.4791667,5.521926408,0.996064382
